-30,-30,-30,0.000749972,1.1905e-07,2612.31,2768.8,7.44646e+06,-101557,-0.914128,-4005.27,
-30,-28,-30,0.00073949,1.06304e-07,2627.45,2780.23,7.51429e+06,-102210,-0.85794,-4377.05,
-30,-26,-30,0.000731098,9.4088e-08,2640.31,2789.65,7.571e+06,-102766,-0.800596,-4122.32,
-30,-24,-30,0.000720827,8.28837e-08,2648.34,2794.07,7.60049e+06,-103035,-0.743764,-3346.9,
-30,-22,-30,0.00071112,7.17254e-08,2654.91,2797.11,7.62234e+06,-103268,-0.683358,-2476.45,
-30,-20,-30,0.000703518,6.14054e-08,2664.51,2803.61,7.66277e+06,-103709,-0.623869,-1406.86,
-30,-18,-30,0.000695727,5.20373e-08,2669.18,2805.15,7.6758e+06,-103902,-0.565977,-73.5671,
-30,-16,-30,0.000687506,4.3361e-08,2676.67,2809.02,7.70246e+06,-104233,-0.509153,687.256,
-30,-14,-30,0.000681429,3.54772e-08,2681.11,2810.03,7.71298e+06,-104391,-0.453482,948.692,
-30,-12,-30,0.000676372,2.8179e-08,2686.93,2812.24,7.73046e+06,-104609,-0.397101,723.264,
-30,-10,-30,0.000669969,2.19995e-08,2691,2812.12,7.73584e+06,-104752,-0.347535,738.044,
-30,-8,-30,0.000665783,1.6554e-08,2690.84,2808.06,7.71885e+06,-104660,-0.297573,359.127,
-30,-6,-30,0.000661605,1.18829e-08,2692.14,2805.84,7.71159e+06,-104689,-0.251744,249.708,
-30,-4,-30,0.000660023,7.79758e-09,2688.38,2799.04,7.6782e+06,-104464,-0.204373,1148.76,
-30,-2,-30,0.000657446,5.00934e-09,2688.1,2796.27,7.66639e+06,-104484,-0.167351,1693.13,
-30,0,-30,0.000656296,2.7625e-09,2683.59,2789.34,7.6315e+06,-104285,-0.12999,2609.13,
-30,2,-30,0.000656537,1.29216e-09,2678.17,2782.38,7.59529e+06,-104100,-0.0964512,3630.29,
-30,4,-30,0.000656161,7.23374e-10,2667.73,2770.49,7.53191e+06,-103611,-0.0718349,4315.32,
-30,6,-30,0.000658573,8.35606e-10,2657.85,2759.56,7.47352e+06,-103188,-0.0456512,4632.1,
-30,8,-30,0.000662222,1.74089e-09,2643.46,2744.17,7.391e+06,-102530,-0.0221564,5350.58,
-30,10,-30,0.000663649,3.25359e-09,2628.03,2727.92,7.30405e+06,-101804,-0.0111088,5638.08,
-30,12,-30,0.000665316,5.51338e-09,2612.57,2711.8,7.21807e+06,-101085,-0.00595397,4885.02,
-30,14,-30,0.000670381,8.74435e-09,2597.05,2695.93,7.13349e+06,-100362,0.000852125,3740.85,
-30,16,-30,0.000676406,1.27499e-08,2576.2,2674.46,7.02013e+06,-99368,0.00733761,2493.87,
-30,18,-30,0.000682426,1.72417e-08,2561.07,2659.19,6.9396e+06,-98678.8,0.00555616,1169.19,
-30,20,-30,0.000689397,2.27824e-08,2538.79,2637.19,6.82378e+06,-97636,0.00120585,-188.091,
-30,22,-30,0.000695479,2.85657e-08,2519.22,2618.25,6.72434e+06,-96739.6,-0.00621773,-103.255,
-30,24,-30,0.000703332,3.5236e-08,2497.18,2597.77,6.61645e+06,-95782.1,-0.0185639,857.126,
-30,26,-30,0.000712073,4.24143e-08,2478.66,2581.27,6.52916e+06,-95045.8,-0.0326265,2610.36,
-30,28,-30,0.000720662,5.05069e-08,2452.43,2556.55,6.40147e+06,-93850.3,-0.0481486,3937.96,
-30,30,-30,0.000728734,5.86285e-08,2429.44,2535.26,6.29196e+06,-92800.3,-0.069849,4115.24,
-28,-30,-30,0.000757577,1.25686e-07,2749.06,2915.73,8.25493e+06,-109942,-1.00094,-6138.09,
-28,-28,-30,0.000749302,1.13067e-07,2770.41,2933.5,8.36278e+06,-110961,-0.946644,-7560.46,
-28,-26,-30,0.000739584,1.01153e-07,2788.19,2947.49,8.44968e+06,-111801,-0.892248,-9423.28,
-28,-24,-30,0.000730173,8.93328e-08,2800.79,2956.34,8.50691e+06,-112333,-0.83179,-9945.77,
-28,-22,-30,0.000719764,7.76249e-08,2811.63,2963.27,8.55334e+06,-112811,-0.769795,-9800.52,
-28,-20,-30,0.000711555,6.66222e-08,2818.29,2966.15,8.57596e+06,-113071,-0.705776,-9004.97,
-28,-18,-30,0.000702454,5.7228e-08,2827.98,2972.46,8.6181e+06,-113518,-0.647806,-8074.23,
-28,-16,-30,0.000695678,4.77843e-08,2834.59,2975.72,8.64236e+06,-113799,-0.58423,-7178.43,
-28,-14,-30,0.000689158,3.90715e-08,2841.03,2978.39,8.66382e+06,-114103,-0.524904,-6517.21,
-28,-12,-30,0.000682423,3.18227e-08,2843.88,2976.96,8.66193e+06,-114169,-0.46766,-6152.38,
-28,-10,-30,0.00067687,2.54408e-08,2853.1,2982.15,8.69866e+06,-114604,-0.417525,-6563.13,
-28,-8,-30,0.00067208,1.9665e-08,2851.59,2975.98,8.66937e+06,-114403,-0.363691,-6431.19,
-28,-6,-30,0.000667694,1.46657e-08,2855.83,2976.27,8.67709e+06,-114584,-0.317202,-6567.19,
-28,-4,-30,0.000664743,1.03135e-08,2856,2973.05,8.66326e+06,-114571,-0.270513,-6337.58,
-28,-2,-30,0.000662357,7.12027e-09,2854.33,2968.59,8.64128e+06,-114505,-0.23035,-5299.27,
