-30,-30,-30,0.00118026,6.88557e-07,2001.63,2034.37,4.10523e+06,-58839.9,1.63519,-8918.1,
-30,-28,-30,0.00117051,6.71115e-07,2000.67,2033.39,4.10126e+06,-58383.3,1.61895,-10029.5,
-30,-26,-30,0.00116419,6.62692e-07,1996.43,2029.02,4.08371e+06,-57782.8,1.60821,-10777.2,
-30,-24,-30,0.00115631,6.50014e-07,1997.46,2030.11,4.08805e+06,-57452.8,1.59651,-11523.4,
-30,-22,-30,0.00115074,6.41174e-07,1999.72,2031.86,4.09566e+06,-57190,1.59056,-11223,
-30,-20,-30,0.00114293,6.2861e-07,2005.8,2037.52,4.11902e+06,-57125.4,1.58224,-10590,
-30,-18,-30,0.00113717,6.195e-07,2008.68,2040.09,4.1298e+06,-56949.2,1.57543,-10073.2,
-30,-16,-30,0.00113106,6.0914e-07,2019.64,2050.93,4.17408e+06,-57150,1.57341,-9448.58,
-30,-14,-30,0.00112706,6.02985e-07,2028.7,2060.17,4.21174e+06,-57302,1.57439,-8850.9,
-30,-12,-30,0.00112169,5.94951e-07,2037.1,2068.84,4.24714e+06,-57451.6,1.57176,-7350.28,
-30,-10,-30,0.00111505,5.83943e-07,2052.65,2084.99,4.31332e+06,-57934.3,1.57151,-6541.32,
-30,-8,-30,0.00111125,5.76619e-07,2066.58,2099.71,4.37386e+06,-58390.3,1.57392,-4663.82,
-30,-6,-30,0.00110503,5.67024e-07,2077.8,2112.07,4.42451e+06,-58798.9,1.57151,-2360.38,
-30,-4,-30,0.00110051,5.59228e-07,2089.28,2124.93,4.47728e+06,-59231.2,1.57216,-222.019,
-30,-2,-30,0.00109791,5.56314e-07,2103.78,2140.87,4.54344e+06,-59831.7,1.58058,3324.01,
-30,0,-30,0.0010941,5.49337e-07,2109.82,2148.8,4.57526e+06,-60120.7,1.57764,6710.57,
-30,2,-30,0.00108876,5.40437e-07,2115.94,2156.83,4.60758e+06,-60440.1,1.57208,9068.15,
-30,4,-30,0.00108666,5.37424e-07,2126.59,2167.98,4.65505e+06,-60879.3,1.57652,8946.65,
-30,6,-30,0.00108413,5.34982e-07,2134.34,2175.66,4.68832e+06,-61184.4,1.57935,7804.23,
-30,8,-30,0.00107688,5.24721e-07,2140.48,2181.26,4.71321e+06,-61441.7,1.56837,6703.49,
-30,10,-30,0.00107466,5.22196e-07,2146.83,2186.93,4.7386e+06,-61730.5,1.56933,5373.11,
-30,12,-30,0.0010718,5.19344e-07,2147.57,2186.78,4.73895e+06,-61788.9,1.56506,4605.23,
-30,14,-30,0.00106673,5.1282e-07,2154.38,2192.74,4.76586e+06,-62148.8,1.56001,3443.72,
-30,16,-30,0.0010655,5.10418e-07,2155.85,2193.32,4.76938e+06,-62324.1,1.55702,2330.9,
-30,18,-30,0.0010615,5.05044e-07,2156.53,2193.36,4.77029e+06,-62461.8,1.54866,992.639,
-30,20,-30,0.00105687,5.00166e-07,2162.95,2198.77,4.79504e+06,-62872.4,1.54477,426.551,
-30,22,-30,0.0010523,4.93556e-07,2165.38,2200.54,4.80354e+06,-63154.6,1.53555,-566.688,
-30,24,-30,0.0010509,4.93604e-07,2172.36,2206.7,4.83148e+06,-63644.2,1.53931,-526.357,
