-30,-30,-30,dx,5.37507e-06,1.6019e-09,116.657,123.33,664210,-7017.79,-0.0663871,-905.695,
-30,-30,-30,dy,-8.83802e-06,-1.27364e-08,19.4675,15.9407,92092.5,-890.547,0.0518352,-1170.81,
-30,-30,-30,dz,-8.12463e-06,-8.71871e-09,-56.0447,-62.4609,-331907,3442.02,0.0446528,-1886.74,
-30,-25,-30,dx,5.2707e-06,2.69073e-09,131.801,138.818,754589,-7886.34,-0.0727727,-3863.31,
-30,-25,-30,dy,-8.89669e-06,-1.21482e-08,8.29932,4.59888,30648,-277.539,0.0622867,782.636,
-30,-25,-30,dz,-7.95646e-06,-7.81453e-09,-57.5354,-62.5447,-337200,3441.38,0.0402039,614.997,
-30,-20,-30,dx,2.80677e-06,3.55922e-09,133.061,139.653,763714,-7953.34,-0.0730231,-4425.95,
-30,-20,-30,dy,-8.27748e-06,-1.01135e-08,7.8042,4.64478,30243,-337.961,0.0589316,835.347,
-30,-20,-30,dz,-6.48061e-06,-6.48747e-09,-48.061,-51.5679,-280586,2806.66,0.0316939,1194.27,
-30,-15,-30,dx,5.66151e-06,2.61621e-09,142.904,149.952,823893,-8560.82,-0.0660351,-4713.82,
-30,-15,-30,dy,-5.95569e-06,-7.60171e-09,4.54224,1.06982,10937,-156.273,0.0568359,286.47,
-30,-15,-30,dz,-5.74067e-06,-4.87789e-09,-34.7891,-37.5161,-204654,2011.23,0.0234449,1460.03,
-30,-10,-30,dx,4.71051e-06,2.43128e-09,148.862,155.707,857056,-8922.55,-0.0639304,-4930.33,
-30,-10,-30,dy,-3.82157e-06,-6.31792e-09,2.20239,-1.8501,-4464,-25.2891,0.054869,-414.986,
-30,-10,-30,dz,-2.90264e-06,-3.53157e-09,-24.3574,-26.051,-142428,1345.16,0.0201674,2423.16,
-30,-5,-30,dx,3.97395e-06,1.99814e-09,152.186,157.766,868448,-9060.38,-0.0600159,-4859.8,
-30,-5,-30,dy,-2.16858e-06,-3.7968e-09,-3.96558,-6.89282,-34061,232.188,0.04348,906.104,
