-30,-30,-30,dx,1.55908e-05,3.11926e-08,-30.9666,-32.71,-130898,475.406,-0.0133216,3033.71,
-30,-30,-30,dy,-6.83998e-06,-1.10018e-08,-2.80823,-2.91638,-11711.8,575.152,-0.0108187,-1111.09,
-30,-30,-30,dz,-1.43523e-05,-2.53253e-08,-5.72229,-6.75781,-26333,-1032.05,-0.0673194,166.014,
-30,-25,-30,dx,1.57503e-05,3.02277e-08,-34.3416,-35.5217,-142443,690.453,-0.0088743,2687.09,
-30,-25,-30,dy,-1.10655e-05,-1.84865e-08,0.79248,0.846436,3365,337.754,-0.0183892,-751.108,
-30,-25,-30,dz,-9.81323e-06,-1.73195e-08,-13.5848,-13.5074,-54694.2,-836.152,-0.0620931,950.039,
-30,-20,-30,dx,1.6517e-05,3.14631e-08,-35.0637,-35.2335,-142797,838.547,-8.2612e-05,39.3057,
-30,-20,-30,dy,-7.1933e-06,-1.0291e-08,6.01562,5.78711,23708.2,48.6836,-0.00605774,419.229,
-30,-20,-30,dz,-1.14726e-05,-1.84947e-08,-12.5044,-10.5005,-44659.2,-1015.68,-0.0585349,992.222,
-30,-15,-30,dx,1.95741e-05,3.57412e-08,-35.3809,-35.9933,-146759,984.168,0.00963938,-1544.76,
-30,-15,-30,dy,-3.86278e-06,-6.68882e-09,9.06152,9.27686,37770.5,-153.891,0.000613928,597.992,
-30,-15,-30,dz,-9.16538e-06,-1.55057e-08,-10.6349,-8.50684,-37022.5,-1175.43,-0.0520084,2681.35,
-30,-10,-30,dx,2.07603e-05,3.64217e-08,-40.3163,-41.793,-172153,1327.4,0.0106281,-2075.26,
-30,-10,-30,dy,-5.95127e-06,-8.84603e-09,12.2849,13.001,53224,-384.895,8.27312e-05,1873.35,
-30,-10,-30,dz,-5.50097e-06,-9.82965e-09,-17.9854,-16.156,-69025.5,-948.84,-0.0485096,4186.85,
-30,-5,-30,dx,2.15259e-05,3.86888e-08,-40.8108,-43.5415,-180989,1561.11,0.0168222,-4265.35,
-30,-5,-30,dy,-2.69001e-06,-4.43163e-09,11.6455,13.0046,53424,-435.051,0.00483847,2141.08,
-30,-5,-30,dz,-4.46942e-06,-6.65045e-09,-20.6096,-19.4419,-83346,-868.953,-0.0464092,5616,
-30,0,-30,dx,2.14952e-05,3.83213e-08,-41.9053,-45.7781,-191768,1808.2,0.0184444,-5102.49,
-30,0,-30,dy,-2.85369e-06,-3.39639e-09,8.41602,10.5505,42824.5,-404.543,0.0037092,3768.85,
-30,0,-30,dz,-2.36183e-06,-5.82918e-09,-24.0171,-23.9402,-102570,-738.359,-0.0462474,6667.91,
-30,5,-30,dx,1.71356e-05,3.05678e-08,-53.9316,-54.5825,-235092,2268.91,0.00504887,729.049,
-30,5,-30,dy,-4.12145e-06,-5.33043e-09,7.58179,7.55322,32683.5,-299.531,-0.00156689,-1145.01,
-30,5,-30,dz,-1.6822e-07,1.00044e-11,-27.616,-28.5745,-122290,-474.836,-0.0384576,-1670.31,
-30,10,-30,dx,2.03712e-05,3.58223e-08,-60.4209,-60.1204,-262086,2636.16,0.0107119,1909.43,
-30,10,-30,dy,-2.27895e-06,-2.33996e-09,4.53931,3.97827,17959.5,-230.234,-4.66108e-05,-633.525,
-30,10,-30,dz,1.08057e-06,3.27657e-09,-34.8489,-36.2905,-156330,-108.605,-0.0387303,-3835.45,
-30,15,-30,dx,1.78912e-05,3.07586e-08,-67.7681,-67.1228,-293627,3055.56,0.00108624,1138.28,
-30,15,-30,dy,-2.1552e-06,-3.17937e-09,1.39722,0.467285,3070,-172.5,-0.00420058,-1107.7,
-30,15,-30,dz,2.71888e-06,6.69087e-09,-48.1536,-49.9712,-216138,519.277,-0.0424976,-2853,
-30,20,-30,dx,1.81743e-05,3.03384e-08,-66.4573,-65.7954,-288796,3170.12,0.00425351,321.566,
-30,20,-30,dy,-2.14169e-06,-1.74987e-09,6.68091,5.7312,26137,-431.906,0.00144529,-239.064,
-30,20,-30,dz,3.82785e-06,9.64889e-09,-46.6841,-49.0283,-212032,494.328,-0.0362135,-2113.1,
-30,25,-30,dx,1.87004e-05,3.16795e-08,-68.835,-68.6177,-302405,3478.16,0.00746775,-638.115,
-30,25,-30,dy,-2.22039e-06,-3.14731e-09,6.67725,6.13306,27607,-538.758,-0.000718951,117.607,
-30,25,-30,dz,6.00039e-06,1.15986e-08,-55.4353,-57.5706,-251104,909.887,-0.0393498,-1077.38,
-30,30,-30,dx,1.59668e-05,2.67876e-08,-67.4016,-70.4561,-310366,3785.75,0.00238061,-5497.1,
-30,30,-30,dy,-1.9382e-06,-1.23282e-09,10.5796,11.8203,51229.5,-884.438,0.00476325,3108.31,
-30,30,-30,dz,1.01849e-05,1.99557e-08,-55.6743,-56.6135,-251296,940.738,-0.0271548,1359.91,
-25,-30,-30,dx,1.1888e-05,2.26979e-08,-15.4308,-14.92,-60076.5,-289.488,-0.0124255,-419.365,
-25,-30,-30,dy,-7.27782e-06,-1.29033e-08,-9.75696,-10.6982,-41732.5,891.445,-0.0184681,82.8906,
-25,-30,-30,dz,-1.15741e-05,-2.08395e-08,-16.5123,-17.903,-69978,-545.234,-0.0738649,-6162.35,
-25,-25,-30,dx,1.17912e-05,2.46222e-08,-19.9685,-18.9137,-75933,-28.918,-0.00761616,1762.31,
-25,-25,-30,dy,-8.92335e-06,-1.60731e-08,-1.89001,-2.56934,-9486,467.621,-0.0156785,-650.386,
-25,-25,-30,dz,-1.16263e-05,-2.19605e-08,-15.2671,-15.4066,-60818,-766.062,-0.07055,-4413.43,
-25,-20,-30,dx,1.42822e-05,2.83854e-08,-18.4615,-17.2009,-69297.5,28.2031,0.00256979,3282.79,
-25,-20,-30,dy,-8.11601e-06,-1.45613e-08,1.22827,0.790161,3558,273.34,-0.0131406,-676.261,
-25,-20,-30,dz,-1.06994e-05,-1.86166e-08,-19.009,-17.9329,-71999.2,-761.848,-0.0679681,-1968.39,
-25,-15,-30,dx,1.6413e-05,3.02406e-08,-19.5894,-19.2456,-76786.2,237.352,0.00941861,2503.52,
