-30,-30,-30,dx,2.18974e-05,1.69774e-08,56.4246,60.6819,144224,-2798.2,-0.00217371,851.341,
-30,-30,-30,dy,8.62917e-06,1.67522e-09,26.8741,29.0874,69001,-1363.66,-0.0129722,183.419,
-30,-30,-30,dz,-8.3276e-06,-9.35412e-09,9.31287,6.8949,18246.6,-292.383,0.0265963,-133.909,
-30,-25,-30,dx,2.30195e-05,1.82445e-08,65.5146,71.0867,178693,-3372.71,-0.00762708,649.826,
-30,-25,-30,dy,5.42629e-06,8.11667e-10,26.4547,28.8291,72346.1,-1340.51,-0.0137559,-1102.88,
-30,-25,-30,dz,-7.50623e-06,-9.21771e-09,14.6218,11.5642,31761.6,-536.48,0.0307141,631.578,
-30,-20,-30,dx,2.56345e-05,2.05187e-08,74.626,80.5118,215032,-3948.06,-0.0120566,1140.29,
-30,-20,-30,dy,2.17382e-06,-4.99284e-10,30.1248,32.0465,85771,-1501.56,-0.015566,-334.353,
-30,-20,-30,dz,-6.97456e-06,-6.39688e-09,18.7792,16.6138,46736.4,-784.535,0.0310099,-46.5886,
-30,-15,-30,dx,2.58717e-05,2.07231e-08,85.1731,91.1749,257392,-4596,-0.0189945,2235.22,
-30,-15,-30,dy,-2.78465e-07,-1.39848e-09,26.9404,27.1255,77660.2,-1244.18,-0.0101618,244.372,
-30,-15,-30,dz,-6.84545e-06,-6.41715e-09,21.7039,19.8127,58302.2,-950.652,0.0319934,-1047.67,
-30,-10,-30,dx,2.52956e-05,2.10374e-08,90.8933,98.2887,288264,-4967.61,-0.0263568,278.845,
-30,-10,-30,dy,-2.91469e-06,-1.79562e-09,19.1365,19.7938,58615.8,-766.668,-0.0118032,-485.267,
-30,-10,-30,dz,-7.42497e-06,-5.45803e-09,22.9005,20.2682,62662.8,-984.223,0.0279665,84.3257,
-30,-5,-30,dx,2.64533e-05,2.05502e-08,97.0924,104.722,317008,-5277.56,-0.0350901,157.729,
-30,-5,-30,dy,-5.31157e-06,-4.01378e-09,14.5791,14.4136,44600,-408.91,-0.00931457,490.078,
-30,-5,-30,dz,-6.44062e-06,-4.32617e-09,26.1041,24.866,77680.2,-1207.57,0.0250492,-205.927,
-30,0,-30,dx,2.51117e-05,1.92792e-08,101.617,108.913,338399,-5397.98,-0.0452662,28.464,
-30,0,-30,dy,-1.34628e-06,-4.57875e-09,9.50647,9.87036,30870.5,-156.328,0.00566989,1243.77,
-30,0,-30,dz,-6.01634e-07,-1.83196e-09,29.8544,29.0762,92430,-1446.69,0.0304828,-385.072,
-30,5,-30,dx,2.60465e-05,1.93927e-08,92.7579,100.881,309483,-4873.45,-0.0400592,-828.474,
-30,5,-30,dy,2.21154e-06,-2.30931e-09,-12.8284,-13.6042,-41943.2,984.574,0.0219453,659.672,
-30,5,-30,dz,1.4425e-06,2.90861e-10,19.6509,18.3479,58536.2,-930.574,0.0351585,603.066,
-30,10,-30,dx,2.29201e-05,1.8845e-08,78.3339,86.363,257308,-4048.33,-0.0385948,-478.717,
-30,10,-30,dy,7.48783e-07,1.88982e-09,-16.4486,-17.9865,-53623,1100.94,0.0166873,-1157.98,
-30,10,-30,dz,3.88932e-06,4.52195e-09,21.8608,21.0199,64813.5,-1075.34,0.0327462,115.393,
-30,15,-30,dx,1.88854e-05,2.01653e-08,66.8213,74.0582,214022,-3382.71,-0.040047,100.893,
-30,15,-30,dy,-5.5827e-07,5.55897e-09,-18.3879,-20.1887,-58374.5,1097.54,0.010804,-56.7676,
-30,15,-30,dz,4.18245e-06,8.8146e-09,22.6022,22.3312,66337.2,-1135.71,0.0293951,-64.9099,
-30,20,-30,dx,1.21286e-05,1.95796e-08,48.8519,53.6666,149656,-2388.39,-0.0401962,-1295.98,
-30,20,-30,dy,-4.33472e-07,6.36794e-09,-19.7975,-20.5757,-58131,1055.95,0.00394262,-359.933,
-30,20,-30,dz,2.82703e-06,1.09275e-08,20.6312,20.5063,58615.4,-1046.52,0.0246311,814.387,
-30,25,-30,dx,7.72695e-06,1.92633e-08,35.7974,39.9695,107674,-1750.45,-0.0419038,-902.737,
-30,25,-30,dy,5.97734e-07,5.12777e-09,-13.6809,-13.7157,-37918.8,733.801,-0.00268058,506.541,
-30,25,-30,dz,2.65276e-06,1.18277e-08,18.5858,18.0354,50319.1,-909.547,0.021395,84.8695,
-30,30,-30,dx,2.94804e-06,1.73051e-08,20.5063,24.219,62746.9,-1077.98,-0.0414736,74.3837,
-30,30,-30,dy,1.50432e-06,5.7608e-09,-6.87537,-6.40015,-17642.2,430.988,-0.0100441,598.221,
-30,30,-30,dz,2.77394e-06,1.40476e-08,17.734,17.3983,47258.5,-854.336,0.017079,-765.684,
-25,-30,-30,dx,2.68618e-05,2.34229e-08,67.2999,73.3622,193277,-3537.84,-0.00365645,-868.551,
-25,-30,-30,dy,8.32486e-06,2.94722e-09,37.1124,40.7877,107225,-2017.96,-0.0186672,665.264,
-25,-30,-30,dz,-8.89337e-06,-1.25955e-08,9.76526,6.08984,19046,-283.047,0.0395246,26.6074,
-25,-25,-30,dx,2.66897e-05,2.59401e-08,69.4346,75.769,213390,-3780.29,-0.0103487,1087.38,
-25,-25,-30,dy,4.93461e-06,1.32569e-09,36.2258,38.5487,109257,-1915.34,-0.0182309,-231.899,
-25,-25,-30,dz,-8.17329e-06,-1.09047e-08,14.5762,11.135,34709.5,-548.012,0.0432872,633.051,
-25,-20,-30,dx,2.57734e-05,2.71324e-08,77.7839,84.834,256024,-4372.11,-0.0171938,1602.07,
