x,y,z,dx,dy,dz
-30.0,-30.0,-30.0,15.805500584953766,0.09305908670079921,0.12212180551373655
-30.0,-28.0,-30.0,15.802189779282013,0.1771852748267106,0.14968684711430727
-30.0,-26.0,-30.0,15.76689122355885,0.17354466973143026,0.12196613477999584
-30.0,-24.0,-30.0,15.708329426432805,0.22767461290104032,0.18590610418316372
-30.0,-22.0,-30.0,15.703407921991099,16.44550884856034,16.544526894319002
-30.0,-20.0,-30.0,1.442986049517977,16.37802278956589,0.16043928429722681
-30.0,-18.0,-30.0,1.3558518465541325,0.5204467420400004,0.1330870989613663
-30.0,-16.0,-30.0,1.2391628906075676,0.5444143941371514,0.17536206429667642
-30.0,-14.0,-30.0,1.2702170296289363,0.5131012079414109,0.14380502369564993
-30.0,-12.0,-30.0,1.2894366530943069,0.7215023789893713,0.1780157660844703
-30.0,-10.0,-30.0,1.1331412621939971,0.9184894163454538,0.10286705984298523
-30.0,-8.0,-30.0,1.0563953437576168,0.9401501221259039,0.15748348797896303
-30.0,-6.0,-30.0,0.9699649308241333,0.9354144420272398,0.10228503940286005
-30.0,-4.0,-30.0,0.9104559683534934,0.9605398649436061,0.1894009500196509
-30.0,-2.0,-30.0,0.9215535620776613,0.9944908585547897,0.12255755266767138
-30.0,0.0,-30.0,0.883747810328098,0.9403630138222878,0.11090303032762099
-30.0,2.0,-30.0,0.8987818292842072,0.7482504923470772,0.12595334311516274
-30.0,4.0,-30.0,0.8649545592569494,0.5822344032099179,0.18080397402533485
-30.0,6.0,-30.0,0.848635699508722,0.5326067249149663,0.20177164622781643
-30.0,8.0,-30.0,0.820820684823133,0.4046263989900621,0.17992891659511676
-30.0,10.0,-30.0,0.7708663211264289,0.32894996073547644,0.15959503769948336
-30.0,12.0,-30.0,0.7662678547825966,0.25768495926472,0.14789271855816014
-30.0,14.0,-30.0,0.7089128986926805,0.2036918169738197,0.1864278121785983
-30.0,16.0,-30.0,0.6676568732495813,0.1719252638776026,0.18383052536039687
-30.0,18.0,-30.0,0.6127033112530533,0.17664374620734735,0.19739290693151348
-30.0,20.0,-30.0,0.6104211460895979,0.16751332565356683,0.16075577831669946
-30.0,22.0,-30.0,0.5538990730216689,0.18995112760550883,0.18642167890838082
-30.0,24.0,-30.0,0.53392729903322,0.22192085499825462,0.1839544053803071
-30.0,26.0,-30.0,0.5048730663399176,0.24760955388294997,0.17157482714209635
-30.0,28.0,-30.0,0.4541765972662028,0.26725932967659605,0.18153323877918554
