x,y,z,dx,dy,dz
-30.0,-30.0,-30.0,0.022406755940341038,0.04431369489740107,0.1841723642552816
-30.0,-28.0,-30.0,0.023007546016687194,0.08890512857462184,0.18307255043282628
-30.0,-26.0,-30.0,0.024005849123078456,0.08539416891257917,0.18403522460444946
-30.0,-24.0,-30.0,0.024977012627013555,0.08090544065086054,0.18316011140073601
-30.0,-22.0,-30.0,0.0253040192254113,0.07721260495955297,0.18307050916354617
-30.0,-20.0,-30.0,0.0257792461889404,0.07280221857093386,0.18392802808403108
-30.0,-18.0,-30.0,0.026701222750840622,0.0686113628936926,0.183959219479998
-30.0,-16.0,-30.0,0.02828551794275623,0.06436458422339135,0.1836105645783491
-30.0,-14.0,-30.0,0.028430769492928363,0.06108939862512973,0.18387165308440018
-30.0,-12.0,-30.0,0.029052569714226328,0.05796136166033358,0.18394509357881764
-30.0,-10.0,-30.0,0.03210079676082837,0.054874082555792854,0.18408004068801212
-30.0,-8.0,-30.0,0.03305727507463342,0.04936133784106693,0.18490491825646477
-30.0,-6.0,-30.0,0.03312992261657112,0.04575275061294168,0.18308258839267
-30.0,-4.0,-30.0,0.03433228670886898,0.04478589445852376,0.18375064355813814
-30.0,-2.0,-30.0,0.03710918856348154,0.04190760073292163,0.184181725203018
-30.0,0.0,-30.0,0.038954464763489724,0.03872358890366433,0.1833721912979988
-30.0,2.0,-30.0,0.039413873310295444,0.03824345318482631,0.18345774370148527
-30.0,4.0,-30.0,0.04320443804263608,0.038939198071866,0.1841659092059384
-30.0,6.0,-30.0,0.04480292960354305,0.03921052405094847,0.18406566990245618
-30.0,8.0,-30.0,0.04601085433188577,0.04101211664325536,0.18481351626896744
-30.0,10.0,-30.0,0.04921312199596721,0.04433346738334372,0.1830322406104178
-30.0,12.0,-30.0,0.05108624763798924,0.048429558941828044,0.18458306461728788
-30.0,14.0,-30.0,0.058633241503007194,0.051102742619452364,0.18277188172798864
-30.0,16.0,-30.0,0.05949571236963199,0.05518538130175418,0.18366538922831924
