x,y,z,dx,dy,dz
-24.0,16.0,-30.0,3293652.9534351467,3051036.2359421058,390261.51562792476
-24.0,18.0,-30.0,4123142.3464386384,4002045.191498349,514029.06470596127
-24.0,20.0,-30.0,6110075.200245796,6203072.774143639,530215.9237962367
-24.0,22.0,-30.0,4801041.13585206,4578094.553666075,874529.6060844007
-24.0,24.0,-30.0,4682155.227605224,4071089.12334385,730477.6634913245
-24.0,26.0,-30.0,3767528.29191545,5580134.943613108,457728.3882818529
-24.0,28.0,-30.0,2607635.039114716,4733257.001499121,48973.5436640321
-24.0,30.0,-30.0,3071925.746614441,9606362.315820662,281027.49985055206
-22.0,-30.0,-30.0,2435267.9349402967,5022477.384758931,437488.29566955846
-22.0,-28.0,-30.0,2860675.7045533555,4223102.126389772,586235.4043286552
-22.0,-26.0,-30.0,1874059.3108839442,3559089.588578452,381175.9379306941
-22.0,-24.0,-30.0,1961796.0399235552,3193070.19000668,201054.3983872602
-22.0,-22.0,-30.0,1204212.0370396716,3746647.643073382,790722.6136916647
-22.0,-20.0,-30.0,1858327.5603759633,3510970.8271969915,790424.2743157479
-22.0,-18.0,-30.0,615565.3214265275,3262898.7106733657,108794.2957126322
-22.0,-16.0,-30.0,300530.22349774616,2936664.4876775774,624557.1923829545
-22.0,-14.0,-30.0,576705.0370257103,2407410.1171048633,333401.5423876964
-22.0,-12.0,-30.0,164900.96472375892,2641115.1082249433,491431.7127911685
-22.0,-10.0,-30.0,1034065.0053860298,2938928.056925232,526856.5342583745
-22.0,-8.0,-30.0,459007.6807382326,3927564.0445941617,228715.03121581444
-22.0,-6.0,-30.0,1559080.0552702679,3648352.8300848193,686424.3420524346
-22.0,-4.0,-30.0,1437272.6641149689,3355535.9876855877,857101.4949660914
-22.0,-2.0,-30.0,2380211.259950025,4093515.653379461,536589.9839567975
-22.0,0.0,-30.0,2795127.442042745,4078173.939049788,1089725.1280586852
-22.0,2.0,-30.0,3389227.6118268915,3090028.2923681852,1300264.5602530371
-22.0,4.0,-30.0,1545931.461801554,686842.3946755996,1130406.1566384593
-22.0,6.0,-30.0,2306169.5156083344,213891.4181505182,233311.16574457224
-22.0,8.0,-30.0,2407018.1999636223,553335.2840129194,993378.5605367245
-22.0,10.0,-30.0,2270232.697696533,124128.69603399547,334758.5924302542
-22.0,12.0,-30.0,2292121.949505135,1291209.0019104227,1318731.308250933
-22.0,14.0,-30.0,3067542.981237149,3553083.4851996657,604454.3154689122
-22.0,16.0,-30.0,2925025.2684475933,4392064.069317853,118022.23125107422
-22.0,18.0,-30.0,2668925.2063612673,2828258.769743522,691072.9339945709
-22.0,20.0,-30.0,3044417.602083464,3902070.511344275,84115.63745290608
-22.0,22.0,-30.0,5427298.23958842,5408096.413848532,293775.12740498065
-22.0,24.0,-30.0,3618175.8557710215,5679089.0854322985,539091.2327141484
-22.0,26.0,-30.0,3862032.7174400478,5607061.1666445965,205186.02504257936
-22.0,28.0,-30.0,3147148.5142524657,4707142.13189538,268046.61473210546
-22.0,30.0,-30.0,3689535.45330653,11980035.188541992,52885.99913336006
-20.0,-30.0,-30.0,1211461.4022105113,8821207.579639247,516459.98547075334
-20.0,-28.0,-30.0,1650120.1711045373,3833092.5690572932,839127.7161829495
-20.0,-26.0,-30.0,1303378.4668375305,4445248.510773394,246723.46104917623
-20.0,-24.0,-30.0,1022167.1687577645,3877407.936718897,144632.6171596559
-20.0,-22.0,-30.0,356845.9276774031,3661682.423070341,595897.092516542
-20.0,-20.0,-30.0,321358.12156171876,3709214.455767593,164091.2461294168
-20.0,-18.0,-30.0,294706.7728072312,4305806.905110736,930836.5553179462
-20.0,-16.0,-30.0,281885.8744671187,3128504.924600277,365695.2452733623
-20.0,-14.0,-30.0,647048.8862797754,2436479.190330611,450877.79779480305
-20.0,-12.0,-30.0,1577806.0173973197,2927065.5030590342,225967.7304235078
-20.0,-10.0,-30.0,1691176.813024782,2953155.7802031804,611268.5394400219
-20.0,-8.0,-30.0,1400411.4573092742,3436779.9080626974,251712.3563465087
-20.0,-6.0,-30.0,1280116.281399415,4546122.930994489,590668.985577797
-20.0,-4.0,-30.0,1697358.4322315487,5042127.578913026,717960.5453122196
-20.0,-2.0,-30.0,1845975.832012264,4676539.632059084,1569069.1003188873
-20.0,0.0,-30.0,2437752.5760796005,3387198.28562761,754275.1962286234
-20.0,2.0,-30.0,1728046.814659768,2064036.9348612956,1361546.5059577553
-20.0,4.0,-30.0,624014.1067226856,818455.7990806353,633481.6002156412
-20.0,6.0,-30.0,1860069.037801479,866310.493147989,525086.2355565536
-20.0,8.0,-30.0,2475034.1485668477,29744.758083310753,827204.897941677
-20.0,10.0,-30.0,2336018.7289218265,668379.9973936675,659847.1717566282
-20.0,12.0,-30.0,1673151.2780006288,1290395.807504585,865737.7025205969
-20.0,14.0,-30.0,1774264.7814357716,2914348.5359203923,562258.7387784026
-20.0,16.0,-30.0,2792192.1995858504,3450052.1084471787,109466.44759354102
-20.0,18.0,-30.0,2686834.249190945,3883058.7210079003,511535.95734561473
-20.0,20.0,-30.0,2711706.9587245136,3444142.8610016205,601107.5251893757
-20.0,22.0,-30.0,4726227.833614127,4003243.7888059164,317335.04227529274
-20.0,24.0,-30.0,3696869.596083457,5636131.98241043,513686.43817897345
-20.0,26.0,-30.0,4660653.197498817,6051152.211037515,130896.94617848814
-20.0,28.0,-30.0,4109428.34969137,4906111.724329104,473086.8836446046
-20.0,30.0,-30.0,4083031.956033701,13953196.28557657,328282.6951060044
-18.0,-30.0,-30.0,726812.0329575287,10344091.040613119,198531.84683030983
-18.0,-28.0,-30.0,2062507.5417372363,4142478.3191842074,128541.82754443164
-18.0,-26.0,-30.0,349685.7535967527,4211428.476774505,1054678.0819401443
-18.0,-24.0,-30.0,1990648.139791488,4265750.102700261,397941.6411621381
-18.0,-22.0,-30.0,2460245.787449586,4596974.671192051,733741.1476317018
-18.0,-20.0,-30.0,2714466.3566429107,3703083.7705774456,203335.49518160464
-18.0,-18.0,-30.0,2101970.179378638,3554456.7572717387,235997.00444019906
-18.0,-16.0,-30.0,2625178.340674232,3583042.727197304,392976.52630142675
-18.0,-14.0,-30.0,2747919.7364209658,3824195.4239766444,145729.2598492317
-18.0,-12.0,-30.0,3699510.3976198076,3701360.040348258,1141710.018366859
-18.0,-10.0,-30.0,4209037.3909018515,2763573.53796208,414321.14667588694
-18.0,-8.0,-30.0,4925678.850945886,3515060.6120105404,86135.8681414077
-18.0,-6.0,-30.0,4191023.086363008,3945319.2859418206,891844.2332172523
-18.0,-4.0,-30.0,3896066.1323469807,3921376.7709934874,616866.3829973837
-18.0,-2.0,-30.0,2826807.646855376,4833185.914657481,873500.0236403288
-18.0,0.0,-30.0,2439457.2240939545,3960172.927039089,1924183.4824006418
-18.0,2.0,-30.0,2206628.5371580175,1275029.0693606609,1271321.421834263
-18.0,4.0,-30.0,2240797.7507629106,818020.2438950012,406396.6842389549
-18.0,6.0,-30.0,2425215.101611812,1646023.0462031877,650033.2673274557
-18.0,8.0,-30.0,2765037.40735691,1028189.8910846045,698133.1624087726
-18.0,10.0,-30.0,2637066.4497763473,720131.1237274639,1161489.955064974
-18.0,12.0,-30.0,1751211.6178094908,1854267.5728027,907565.0190828361
