x,y,z,dx,dy,dz
-30.0,-30.0,-30.0,0.03202582272606101,0.25463931379197746,0.14005296414267748
-30.0,-28.0,-30.0,0.05201712150010774,0.5020341660553775,0.2407988968243638
-30.0,-26.0,-30.0,0.06912277109185008,0.5260682124874139,0.15928700094130202
-30.0,-24.0,-30.0,0.12913350684693475,0.49624589603639707,0.241690381321826
-30.0,-22.0,-30.0,0.1280263603938414,0.42287830997275744,0.16536667810427588
-30.0,-20.0,-30.0,0.10913168813993686,0.44220561360919675,0.17705562988233095
-30.0,-18.0,-30.0,0.12453675098963905,0.4947380524480204,0.1920252730647665
-30.0,-16.0,-30.0,0.173214049335759,0.4585435716892202,0.1778501965699756
-30.0,-14.0,-30.0,0.20797277126192093,0.45685754664906986,0.14511454154871634
-30.0,-12.0,-30.0,0.2451157783297199,0.3829337324859847,0.21186563976297929
-30.0,-10.0,-30.0,0.20959480898569655,0.2642570851316711,0.1640205359507918
-30.0,-8.0,-30.0,0.20334560496441362,0.26364433836346174,0.1826647606175651
-30.0,-6.0,-30.0,0.21690170866014463,0.3303301806791835,0.11516249917902138
-30.0,-4.0,-30.0,0.13411081878033454,0.3605522352458185,0.17999724769929257
-30.0,-2.0,-30.0,0.3124543014342125,0.32025858941390445,0.15591042252624526
-30.0,0.0,-30.0,0.2576809780851251,0.20974816504733557,0.22100754048747753
-30.0,2.0,-30.0,0.24174552641133165,0.19805906012171035,0.2111218958355118
-30.0,4.0,-30.0,0.28786389271074486,0.07944858616599715,0.268509888202665
-30.0,6.0,-30.0,0.12454942789926648,0.08142776872669023,0.15936312396920838
-30.0,8.0,-30.0,0.2519500281102627,0.06925867117195307,0.27828561617478864
-30.0,10.0,-30.0,0.19400660143096582,0.23337249105549446,0.25824789969553197
-30.0,12.0,-30.0,0.23443940178711706,0.22453832430050852,0.2120160217697819
-30.0,14.0,-30.0,0.16336293722980086,0.2917916034744616,0.22438652901733863
-30.0,16.0,-30.0,0.21135055740963513,0.3828044819517399,0.16906461005505136
